,KMEANS_CLASSES,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
20751,HF,443.9364,70500.0,70080.0,0.37668128090275893,443.9095,443.9461,68437,80985,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20752,LF,443.92536666666666,32250.0,32640.000000000004,-0.19920726123211174,443.9185,443.9273,28906,36853,Eptesicus serotinus,0.008,0.02,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20753,HF,443.9574,79500.0,78720.0,0.10196435328350835,443.9325,443.9676,68437,81608,Rhinolophus ferrumequinum,0.02,0.02,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20754,HF,443.98106666666666,71250.0,71040.0,-0.07678326720133105,443.9495,443.9861,68437,81109,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20755,LF,443.9850333333333,37500.0,35520.0,-0.47563468823792954,443.9835,443.9918,28046,39036,Eptesicus serotinus,0.007,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20756,HF,444.00646666666665,41250.0,38400.0,-0.5593568302541699,444.0015,444.0087,35781,44307,Myotis daubentonii,0.01,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20757,LF,444.00863333333336,27000.0,26880.000000000004,-0.22031764584779162,444.0015,444.0112,27187,34186,Nyctalus leisleri,0.012,0.034,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20758,HF,444.0217666666667,72750.0,76800.0,0.12761766989093792,444.0015,444.0319,68437,80201,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20759,LF,444.04966666666667,27000.0,28800.0,0.27855583913403337,444.0475,444.054,27187,38858,Eptesicus serotinus,0.013,0.046,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20760,HF,444.1170666666667,72750.0,72960.0,0.17823549107733672,444.0985,444.1376,68437,82481,Rhinolophus ferrumequinum,0.041,0.041,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20761,LF,444.1650333333333,24000.0,24000.0,1.2288834368753325,444.1575,444.1668,24609,32763,Eptesicus serotinus,0.008,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20762,HF,444.16453333333334,82500.0,70080.0,0.18279117087247929,444.1635,444.20029999999997,68437,81914,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20763,HF,444.2153333333333,81000.0,74880.0,0.328189499141908,444.2125,444.251,68437,82538,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20764,HF,444.25753333333336,78000.0,72000.0,0.2981044084791865,444.2385,444.2748,68437,81510,Rhinolophus ferrumequinum,0.033,0.033,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20765,LF,444.28136666666666,21000.0,21120.0,-0.532408478278093,444.2765,444.2943,20312,22933,Nyctalus leisleri,0.018,0.029,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20766,LF,444.2882333333333,32250.0,28800.0,0.046082376345654805,444.2865,444.2946,28906,37543,Eptesicus serotinus,0.008,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20767,LF,444.3371666666667,24000.0,24000.0,0.3165495553435337,444.3365,444.3445,25468,37530,Eptesicus serotinus,0.006,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20768,HF,444.3716,73500.0,73920.0,0.010282241347394238,444.3625,444.3994,68437,82215,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20769,LF,444.38613333333336,22500.0,23040.0,-0.6552664845024198,444.3805,444.3917,22031,26323,Nyctalus leisleri,0.011,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20770,LF,444.3960666666667,27750.0,25920.0,0.8438264899719317,444.3885,444.3966,25468,36767,Eptesicus serotinus,0.007,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20771,HF,444.42476666666664,76500.0,73920.0,-0.005867425903693537,444.4105,444.4469,68437,81979,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20772,HF,444.46586666666667,78000.0,70080.0,0.44055639363857113,444.4445,444.4843,68437,82185,Rhinolophus ferrumequinum,0.032,0.032,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20773,HF,444.50843333333336,75000.0,70080.0,0.3736045271784707,444.4805,444.5219,68437,82491,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20774,LF,444.52166666666665,28500.0,27839.999999999996,1.4232373564471383,444.52049999999997,444.528,27187,37296,Eptesicus serotinus,0.006,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20775,LF,444.5314666666667,23250.0,23040.0,-0.22770961759405292,444.5285,444.5377,22890,28710,Nyctalus leisleri,0.009,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20776,LF,444.55086666666665,27750.0,27839.999999999996,0.9919211668586974,444.54449999999997,444.5538,28046,36808,Eptesicus serotinus,0.009,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20777,HF,444.54713333333336,78000.0,77760.0,0.1024798909315699,444.5465,444.5872,68437,82529,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20778,HF,444.56466666666665,72000.0,71040.0,-0.12309117325117402,444.5625,444.597,68437,80944,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20779,HF,444.6414,79500.0,72000.0,0.5049538206251379,444.6145,444.6511,68437,81304,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20780,HF,444.6213,72750.0,72000.0,0.3649021976385124,444.6205,444.6552,68437,81463,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20781,LF,444.64073333333334,21750.0,22080.0,0.38316196429432825,444.6385,444.6461,15156,26603,Plecotus auritus,0.019,0.03,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20782,LF,444.6649,35250.0,35520.0,0.4148242219133161,444.6635,444.6696,28906,39657,Myotis daubentonii,0.008,0.029,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20783,LF,444.6813,25500.0,24000.0,0.8542015763663747,444.6795,444.6887,25468,34160,Eptesicus serotinus,0.012,0.029,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20784,HF,444.7142,81750.0,76800.0,0.3471400385128951,444.6815,444.7228,68437,82773,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20785,HF,444.72856666666667,72750.0,81600.0,0.6999256808122918,444.7095,444.7481,68437,82487,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20786,HF,444.7608333333333,71250.0,80640.0,-0.27181151799405934,444.7375,444.7765,68437,82713,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20787,LF,444.7606,26250.0,29760.0,0.49998426158653697,444.7595,444.7659,27187,41367,Eptesicus serotinus,0.005,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20788,HF,444.78426666666667,74250.0,73920.0,-0.04785913377168286,444.77049999999997,444.8039,68437,80688,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20789,LF,444.8059666666667,23250.0,23040.0,-0.427778096856563,444.7965,444.8062,23750,30285,Nyctalus leisleri,0.009,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20790,HF,444.8371666666667,70500.0,70080.0,-0.014543470908865049,444.8365,444.8725,68437,81721,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20791,LF,444.84366666666665,24000.0,24000.0,0.7687912698822275,444.8385,444.8455,24609,34123,Plecotus austriacus,0.008,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20792,LF,444.9022,28500.0,40320.0,0.9939883011182395,444.9015,444.9083,27187,43589,Eptesicus serotinus,0.006,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20793,HF,444.97356666666667,79500.0,69120.0,0.25376213517111706,444.9505,444.9851,68437,81455,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20794,HF,444.9736,79500.0,78720.0,0.04849293973297541,444.9725,445.0104,68437,82100,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20795,HF,445.0029,81000.0,74880.0,-0.3168750491758093,444.97950000000003,445.0196,68437,82401,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20796,HF,445.0241,74250.0,74880.0,-0.19447494246523167,444.9865,445.0264,68437,82502,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20797,HF,445.03083333333336,77250.0,74880.0,-0.24327702834702775,445.0085,445.0415,68437,80974,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20798,HF,445.05173333333335,72000.0,72000.0,0.20353353638676075,445.0375,445.0716,68437,80675,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20799,LF,445.1052,24750.0,23040.0,0.47298673276556913,445.10450000000003,445.1113,23750,33621,Plecotus austriacus,0.013,0.03,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20800,HF,445.1294,48000.0,45120.0,0.7327993530463264,445.1285,445.1351,32343,52625,Myotis daubentonii,0.011,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20801,LF,445.1587666666667,33750.0,27839.999999999996,1.3079525123530482,445.1555,445.1644,28046,36537,Eptesicus serotinus,0.008,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20802,HF,445.1938333333333,81750.0,72960.0,0.27387955729885816,445.1685,445.20550000000003,68437,81622,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20803,HF,445.19696666666664,69750.0,72960.0,0.18587087419846415,445.1775,445.21569999999997,68437,81853,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20804,HF,445.19666666666666,69750.0,72960.0,0.5635512590565327,445.1845,445.223,68437,82753,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20805,LF,445.19736666666665,33000.0,27839.999999999996,0.3919445491207615,445.1955,445.2023,28046,41977,Eptesicus serotinus,0.007,0.028,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20806,LF,445.24066666666664,19500.0,19200.0,-0.15201894067055852,445.2355,445.2495,14296,19418,Nyctalus noctula,0.021,0.03,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20807,HF,445.2549333333333,72750.0,72000.0,-0.15430145944483953,445.2355,445.2749,68437,82764,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20808,HF,445.2837666666667,69750.0,69120.0,-0.3168430263496855,445.2655,445.3014,68437,81492,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20809,HF,445.31080000000003,69750.0,69120.0,0.2068684833302849,445.3045,445.34069999999997,68437,81793,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20810,LF,445.3181333333333,21750.0,22080.0,0.8042083633083585,445.3145,445.3347,18593,22076,Nyctalus noctula,0.013,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20811,HF,445.39183333333335,72750.0,70080.0,-0.04787340099732348,445.3525,445.39300000000003,68437,82989,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20812,HF,445.3598666666667,70500.0,70080.0,0.06470315489197614,445.3585,445.3973,68437,82630,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20813,HF,445.4196,74250.0,69120.0,-0.19150733015167218,445.4005,445.4379,68437,81631,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20814,HF,445.41949999999997,74250.0,75840.0,-0.14662882461454027,445.4105,445.4475,68437,81487,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20815,HF,445.48156666666665,79500.0,70080.0,0.3834152229671427,445.4485,445.4836,68437,82053,Rhinolophus ferrumequinum,0.024,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20816,HF,445.5273666666667,72750.0,81600.0,-0.14815196885559312,445.4975,445.5358,68437,82429,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20817,LF,445.50716666666665,35250.0,29760.0,0.8287236633647549,445.5015,445.5115,28046,35515,Eptesicus serotinus,0.009,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20818,LF,445.5568,24750.0,23040.0,0.8154365787814766,445.5515,445.5607,24609,32044,Eptesicus serotinus,0.008,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20819,HF,445.5851333333333,46500.0,46080.0,1.4072496911275965,445.58050000000003,445.5892,42656,47429,Pipistrellus pipistrellus,0.02,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20820,HF,445.5853,46500.0,46080.0,1.1284188502110921,445.5845,445.5912,28906,50462,Myotis daubentonii,0.009,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20821,HF,445.6229666666667,72000.0,75840.0,0.0879100429941993,445.6165,445.6537,68437,81313,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20822,LF,445.6325,27750.0,27839.999999999996,1.2680672998786815,445.6295,445.641,28046,34866,Eptesicus serotinus,0.015,0.028,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20823,LF,445.6662666666667,27750.0,27839.999999999996,0.7732788494485632,445.6645,445.6714,25468,35709,Plecotus austriacus,0.008,0.029,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20824,HF,445.7327,81750.0,80640.0,-0.27136810290963537,445.7105,445.7483,68437,81812,Rhinolophus ferrumequinum,0.022,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20825,HF,445.8084333333333,75000.0,74880.0,0.14025917920198905,445.7725,445.8094,68437,81943,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20826,HF,445.77616666666665,43500.0,43200.0,0.37202981373227145,445.7745,445.7815,32343,44009,Myotis daubentonii,0.011,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20827,LF,445.77570000000003,38250.0,29760.0,0.7458687773350942,445.7755,445.7828,28046,40133,Eptesicus serotinus,0.007,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20828,LF,445.78853333333336,28500.0,24960.0,1.2327355267290054,445.7875,445.7963,24609,32801,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20829,HF,445.8000666666667,81000.0,80640.0,0.47340054336128523,445.7975,445.8351,68437,82453,Rhinolophus ferrumequinum,0.035,0.035,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20830,LF,445.8360666666667,28500.0,28800.0,0.1752509990009758,445.83050000000003,445.8371,28046,39556,Eptesicus serotinus,0.007,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20831,LF,445.85360000000003,32250.0,30720.0,0.1358935532427285,445.8515,445.8604,28046,36406,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20832,LF,445.86086666666665,24000.0,23040.0,0.0929600751681226,445.8555,445.8658,22890,28257,Nyctalus leisleri,0.011,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20833,HF,445.8949,72000.0,72000.0,0.018067045339651835,445.8665,445.9086,68437,82650,Rhinolophus ferrumequinum,0.04,0.04,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20834,HF,445.9037666666667,72000.0,72960.0,-0.02307283324617682,445.8945,445.93240000000003,68437,81666,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20835,HF,445.97473333333335,69000.0,72000.0,-0.08798457867884855,445.9455,445.9821,68437,81860,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20836,LF,445.9683,21750.0,21120.0,5.30753958107761,445.9665,445.9722,17734,33367,Plecotus austriacus,0.051,0.077,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20837,LF,446.0065333333333,22500.0,23040.0,0.759729583005375,446.0015,446.0133,21171,27554,Nyctalus leisleri,0.016,0.036,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20838,HF,446.00526666666667,54750.0,49920.0,-1.1081521464047936,446.0015,446.0099,48671,54336,Pipistrellus pipistrellus,0.015,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20839,HF,446.0233,71250.0,72000.0,-0.03721289921330409,446.0015,446.0362,68437,80925,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20840,LF,446.01966666666664,30000.0,29760.0,0.4420227969072868,446.0175,446.0275,28906,38155,Eptesicus serotinus,0.014,0.03,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20841,LF,446.05066666666664,33000.0,26880.000000000004,0.3659896335654416,446.0465,446.0545,26328,38833,Eptesicus serotinus,0.008,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20842,HF,446.0857,68250.0,72000.0,-0.23903384998391064,446.0575,446.0963,68437,81763,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20843,HF,446.0737,80250.0,72960.0,-0.16123462286287488,446.0735,446.1123,68437,82284,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20844,LF,446.10223333333334,30000.0,34560.0,-0.22844801469185497,446.0985,446.1081,28046,38465,Eptesicus serotinus,0.012,0.027,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20845,HF,446.16433333333333,69750.0,69120.0,0.2605111355707706,446.1625,446.195,68437,81625,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20846,HF,446.20416666666665,78000.0,77760.0,0.15166381495040956,446.1955,446.234,68437,82482,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20847,HF,446.21526666666665,76500.0,74880.0,0.05177662419715075,446.2045,446.2444,68437,81976,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20848,HF,446.2887,73500.0,78720.0,0.06240506177723859,446.2505,446.2898,68437,82310,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20849,HF,446.33299999999997,69000.0,69120.0,0.0974893493695861,446.3035,446.3445,68437,82576,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20850,LF,446.3115666666667,29250.0,26880.000000000004,0.5745929148123159,446.3075,446.3156,27187,37222,Eptesicus serotinus,0.011,0.029,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20851,HF,446.3328666666667,69000.0,78720.0,0.27328838695012,446.3315,446.3703,68437,81848,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20852,HF,446.3876666666667,76500.0,69120.0,-0.22755021401833575,446.3675,446.405,68437,81860,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20853,LF,446.391,23250.0,23040.0,-0.14359760208857217,446.3835,446.394,23750,29961,Nyctalus leisleri,0.009,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20854,HF,446.42803333333336,73500.0,72960.0,0.0556320303887502,446.3935,446.4318,68437,82179,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20855,HF,446.42810000000003,73500.0,72960.0,-0.05617462397152802,446.4155,446.4559,68437,82096,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20856,LF,446.4356666666667,21750.0,23040.0,0.6485697723255869,446.4315,446.443,22890,27152,Nyctalus leisleri,0.012,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20857,LF,446.45283333333333,21750.0,22080.0,1.020830087417134,446.4415,446.454,22031,25778,Nyctalus leisleri,0.014,0.023,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20858,HF,446.4636,71250.0,72960.0,-0.3106435533367482,446.4435,446.4799,68437,81400,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
20859,LF,446.4725,27750.0,23040.0,0.47458380773619036,446.4705,446.47950000000003,24609,32900,Nyctalus leisleri,0.007,0.025,-1,Echolocation,192000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220730_053000.WAV
